project_file,commit,commit_message,date,old,new,similarity,prompt_length_old,prompt_length_new
RUC-GSAI/YuLan-Rec_agents/recagent.py,ef4f4315ea1a0de597361e1be4c150dc467ca7b3,FIX: (1) The prompt of sensory memory. (2) Interchange between RecAgentMemory and GenerativeAgentMemory by cmd arg '-m'.,2023-08-09,"{agent_name} must take one of the four actions below:
(1) Watch some movies in the item list returned by recommender system.
(2) See the next page.
(3) Search items.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on a social media, {agent_name} might want to search for that movie on the recommender system.If {agent_name} wants to watch movies, {agent_name} usually watches one to three recommended movies.
What action would {agent_name} like to take?
If {agent_name} want to watch movies in returned list, write:
[BUY]:: movie names in the list returned by the recommender system, only movie names, separated by semicolons

If {agent_name} want to see the next page, write:
[NEXT]:: {agent_name} looks the next page

If {agent_name} want to search specific item, write:
[SEARCH]:: single, specific item name want to search

If {agent_name} want to leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system


","{agent_name} must take one of the four actions below:
(1) Watch some movies in the item list returned by recommender system.
(2) See the next page.
(3) Search items.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on a social media, {agent_name} might want to search for that movie on the recommender system.If {agent_name} chooses to watch a movie, they usually avoid watching too many in one go due to the two-hour time commitment for each movie.
What action would {agent_name} like to take?
If {agent_name} want to watch movies in returned list, write:
[BUY]:: movie names in the list returned by the recommender system, only movie names, separated by semicolons

If {agent_name} want to see the next page, write:
[NEXT]:: {agent_name} looks the next page

If {agent_name} want to search specific item, write:
[SEARCH]:: single, specific item name want to search

If {agent_name} want to leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system


",0.93841642228739,152.0,163.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,8c72806ab77d87bee0f9970e8b2ebc705b14c38c,Merge branch 'main' into main,2023-08-10,"{agent_name} must take one of the four actions below:
(1) Watch some movies in the item list returned by recommender system.
(2) See the next page.
(3) Search items.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on a social media, {agent_name} might want to search for that movie on the recommender system.If {agent_name} chooses to watch a movie, they usually avoid watching too many in one go due to the two-hour time commitment for each movie.
What action would {agent_name} like to take?
If {agent_name} want to watch movies in returned list, write:
[BUY]:: movie names in the list returned by the recommender system, only movie names, separated by semicolons

If {agent_name} want to see the next page, write:
[NEXT]:: {agent_name} looks the next page

If {agent_name} want to search specific item, write:
[SEARCH]:: single, specific item name want to search

If {agent_name} want to leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system


","{agent_name} must take one of the four actions below:
(1) Watch some movies in the item list returned by recommender system.
(2) See the next page.
(3) Search items.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on a social media, {agent_name} might want to search for that movie on the recommender system.If {agent_name} wants to watch movies, {agent_name} usually watches one to three recommended movies.
What action would {agent_name} like to take?
If {agent_name} want to watch movies in returned list, write:
[BUY]:: movie names in the list returned by the recommender system, only movie names, separated by semicolons

If {agent_name} want to see the next page, write:
[NEXT]:: {agent_name} looks the next page

If {agent_name} want to search specific item, write:
[SEARCH]:: single, specific item name want to search

If {agent_name} want to leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system


",0.93841642228739,163.0,152.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,d71850519932c78fe060bd954d9a7967ed27c326,FIX: one movie per round,2023-08-25,"Given the following observation about {agent_name}: '{observation}', please summarize the relevant details from his profile. His profile information is as follows:
Name: {agent_name}
Age: {agent_age}
Gender:{agent_gender}
Traits: {agent_traits}
Status: {agent_status}
Movie Interest: {agent_interest}
Feature: {agent_feature}
Interpersonal Relationships: {agent_relationships}
Connect the observation with the appropriate details from his profile and provide a concise summary.
Summary:","Given the following observation about {agent_name}: '{observation}', please summarize the relevant details from his profile. His profile information is as follows:
Name: {agent_name}
Age: {agent_age}
Gender:{agent_gender}
Traits: {agent_traits}
Status: {agent_status}
Movie Interest: {agent_interest}
Feature: {agent_feature}
Interpersonal Relationships: {agent_relationships}
Please avoid repeating the observation in the summary.
Summary:",0.8760330578512396,54.0,47.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,d71850519932c78fe060bd954d9a7967ed27c326,FIX: one movie per round,2023-08-25,"What action would {agent_name} like to take? Respond in one line.
If {agent_name} wants to enter the Recommender System, write:
 [RECOMMENDER]:: {agent_name} enters the Recommender System
If {agent_name} wants to enter the Social Media, write:
 [SOCIAL]:: {agent_name} enters the Social Media
If {agent_name} wants to do nothing, write:
 [NOTHING]:: {agent_name} does nothing","What action would {agent_name} like to take? Respond in one line.
If {agent_name} wants to enter the Recommender System, write:
 [RECOMMENDER]:: {agent_name} enters the Recommender System
If {agent_name} wants to do nothing, write:
 [NOTHING]:: {agent_name} does nothing",0.8316831683168318,52.0,37.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,d71850519932c78fe060bd954d9a7967ed27c326,FIX: one movie per round,2023-08-25,"{agent_name} must take one of the four actions below:
(1) Watch some movies in the item list returned by recommender system.
(2) See the next page.
(3) Search items.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on a social media, {agent_name} might want to search for that movie on the recommender system.If {agent_name} wants to watch movies, {agent_name} usually watches one to three recommended movies.
What action would {agent_name} like to take?
If {agent_name} want to watch movies in returned list, write:
[BUY]:: movie names in the list returned by the recommender system, only movie names, separated by semicolons

If {agent_name} want to see the next page, write:
[NEXT]:: {agent_name} looks the next page

If {agent_name} want to search specific item, write:
[SEARCH]:: single, specific item name want to search

If {agent_name} want to leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system


","{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} might want to search for that movie on the recommender system.
To watch a movie from the recommended list, write:
[BUY]:: ONLY ONE movie name.
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.",0.7228070175438598,152.0,115.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,26b79983155ac9ae3c7bb9da065c1d9b08515188,Update recagent.py,2023-08-25,"Given the following observation about {agent_name}: '{observation}', please summarize the relevant details from his profile. His profile information is as follows:
Name: {agent_name}
Age: {agent_age}
Gender:{agent_gender}
Traits: {agent_traits}
Status: {agent_status}
Movie Interest: {agent_interest}
Feature: {agent_feature}
Interpersonal Relationships: {agent_relationships}
Please avoid repeating the observation in the summary.
Summary:","Given the following observation about {agent_name}: '{observation}', please summarize the relevant details from his profile. His profile information is as follows:
Name: {agent_name}
Age: {agent_age}
Gender:{agent_gender}
Traits: {agent_traits}
Status: {agent_status}
Movie Interest: {agent_interest}
Feature: {agent_feature}
Interpersonal Relationships: {agent_relationships}
Connect the observation with the appropriate details from his profile and provide a concise summary.
Summary:",0.8760330578512396,47.0,54.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,26b79983155ac9ae3c7bb9da065c1d9b08515188,Update recagent.py,2023-08-25,"What action would {agent_name} like to take? Respond in one line.
If {agent_name} wants to enter the Recommender System, write:
 [RECOMMENDER]:: {agent_name} enters the Recommender System
If {agent_name} wants to do nothing, write:
 [NOTHING]:: {agent_name} does nothing","What action would {agent_name} like to take? Respond in one line.
If {agent_name} wants to enter the Recommender System, write:
 [RECOMMENDER]:: {agent_name} enters the Recommender System
If {agent_name} wants to enter the Social Media, write:
 [SOCIAL]:: {agent_name} enters the Social Media
If {agent_name} wants to do nothing, write:
 [NOTHING]:: {agent_name} does nothing",0.8316831683168318,37.0,52.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,26b79983155ac9ae3c7bb9da065c1d9b08515188,Update recagent.py,2023-08-25,"{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} might want to search for that movie on the recommender system.
To watch a movie from the recommended list, write:
[BUY]:: ONLY ONE movie name.
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.","{agent_name} must take one of the four actions below:
(1) Watch some movies in the item list returned by recommender system.
(2) See the next page.
(3) Search items.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on a social media, {agent_name} might want to search for that movie on the recommender system.If {agent_name} wants to watch movies, {agent_name} usually watches one to three recommended movies.
What action would {agent_name} like to take?
If {agent_name} want to watch movies in returned list, write:
[BUY]:: movie names in the list returned by the recommender system, only movie names, separated by semicolons

If {agent_name} want to see the next page, write:
[NEXT]:: {agent_name} looks the next page

If {agent_name} want to search specific item, write:
[SEARCH]:: single, specific item name want to search

If {agent_name} want to leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system


",0.7228070175438598,115.0,152.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,f837c04c185453b26f6cc5be19cebf92fa781965,"Merge pull request #10 from peteryang1031/main

Update Memory",2023-08-25,"Given the following observation about {agent_name}: '{observation}', please summarize the relevant details from his profile. His profile information is as follows:
Name: {agent_name}
Age: {agent_age}
Gender:{agent_gender}
Traits: {agent_traits}
Status: {agent_status}
Movie Interest: {agent_interest}
Feature: {agent_feature}
Interpersonal Relationships: {agent_relationships}
Connect the observation with the appropriate details from his profile and provide a concise summary.
Summary:","Given the following observation about {agent_name}: '{observation}', please summarize the relevant details from his profile. His profile information is as follows:
Name: {agent_name}
Age: {agent_age}
Gender:{agent_gender}
Traits: {agent_traits}
Status: {agent_status}
Movie Interest: {agent_interest}
Feature: {agent_feature}
Interpersonal Relationships: {agent_relationships}
Please avoid repeating the observation in the summary.
Summary:",0.8760330578512396,54.0,47.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,f837c04c185453b26f6cc5be19cebf92fa781965,"Merge pull request #10 from peteryang1031/main

Update Memory",2023-08-25,"What action would {agent_name} like to take? Respond in one line.
If {agent_name} wants to enter the Recommender System, write:
 [RECOMMENDER]:: {agent_name} enters the Recommender System
If {agent_name} wants to enter the Social Media, write:
 [SOCIAL]:: {agent_name} enters the Social Media
If {agent_name} wants to do nothing, write:
 [NOTHING]:: {agent_name} does nothing","What action would {agent_name} like to take? Respond in one line.
If {agent_name} wants to enter the Recommender System, write:
 [RECOMMENDER]:: {agent_name} enters the Recommender System
If {agent_name} wants to do nothing, write:
 [NOTHING]:: {agent_name} does nothing",0.8316831683168318,52.0,37.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,f837c04c185453b26f6cc5be19cebf92fa781965,"Merge pull request #10 from peteryang1031/main

Update Memory",2023-08-25,"{agent_name} must take one of the four actions below:
(1) Watch some movies in the item list returned by recommender system.
(2) See the next page.
(3) Search items.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on a social media, {agent_name} might want to search for that movie on the recommender system.If {agent_name} wants to watch movies, {agent_name} usually watches one to three recommended movies.
What action would {agent_name} like to take?
If {agent_name} want to watch movies in returned list, write:
[BUY]:: movie names in the list returned by the recommender system, only movie names, separated by semicolons

If {agent_name} want to see the next page, write:
[NEXT]:: {agent_name} looks the next page

If {agent_name} want to search specific item, write:
[SEARCH]:: single, specific item name want to search

If {agent_name} want to leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system


","{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} might want to search for that movie on the recommender system.
To watch a movie from the recommended list, write:
[BUY]:: ONLY ONE movie name.
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.",0.7228070175438598,152.0,115.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,14f22327eb13d69ccf062ffdd5d903f85c314a13,FIX: generate_feeling in first-person perspective,2023-08-28,"{agent_summary_description}
It is {current_time}.
{agent_name} recently heared {heared_history} on social media.
{agent_name} recently watched {watched_history} on recommender system.
Other than that {agent_name} doesn't know any movies.
Most recent observations: {most_recent_memories}
Observation: {observation}
All occurrences of movie names should be enclosed with <>

PLACEHOLDER
Please act as {agent_name} well.'","{agent_summary_description}
It is {current_time}.
{agent_name} recently heared {heared_history} on social media.
{agent_name} recently watched {watched_history} on recommender system.
Other than that {agent_name} doesn't know any movies.
Most recent observations: {most_recent_memories}
Observation: {observation}
All occurrences of movie names should be enclosed with <>

PLACEHOLDER",0.9464285714285715,48.0,43.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,14f22327eb13d69ccf062ffdd5d903f85c314a13,FIX: generate_feeling in first-person perspective,2023-08-28,"What action would {agent_name} like to take? Respond in one line.
If {agent_name} wants to enter the Recommender System, write:
 [RECOMMENDER]:: {agent_name} enters the Recommender System
If {agent_name} wants to do nothing, write:
 [NOTHING]:: {agent_name} does nothing","What action would {agent_name} like to take? Respond in one line.
If {agent_name} wants to enter the Recommender System, write:
 [RECOMMENDER]:: {agent_name} enters the Recommender System
If {agent_name} wants to enter the Social Media, write:
 [SOCIAL]:: {agent_name} enters the Social Media
If {agent_name} wants to do nothing, write:
 [NOTHING]:: {agent_name} does nothing",0.8316831683168318,37.0,52.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,f01c2e49844f877e010d59bdeecc9807c3339f67,FEAT: add description after movie name,2023-08-28,"{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} might want to search for that movie on the recommender system.
To watch a movie from the recommended list, write:
[BUY]:: ONLY ONE movie name.
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.","{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} might want to search for that movie on the recommender system.
To watch a movie from the recommended list, write:
[BUY]:: ONLY ONE movie name:description.
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.",0.995850622406639,115.0,115.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,052c6bd45379e3769613b31b6e97983ea69653d7,Update recagent.py,2023-08-28,"{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} might want to search for that movie on the recommender system.
To watch a movie from the recommended list, write:
[BUY]:: ONLY ONE movie name:description.
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.","{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} might want to search for that movie on the recommender system.
To watch a movie from the recommended list, write:
[BUY]:: ONLY ONE movie name||description, where || is the separated symbol.
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.",0.9797570850202428,115.0,121.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,c089b96c0b8b1a5297a0edddf0d93bd604c2086d,FIX: fix bug of recommender action,2023-08-30,"{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} might want to search for that movie on the recommender system.
To watch a movie from the recommended list, write:
[BUY]:: ONLY ONE movie name||description, where || is the separated symbol.
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.","{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} might want to search for that movie on the recommender system.
To watch a movie from the recommended list, write:
[BUY]:: ONLY ONE movie name;;description
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.",0.9797570850202428,121.0,115.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,95c1c9ec72ca34b440da4ebb7834f3f37288e550,FEAT: add interview and role-play in backend,2023-09-05,"{agent_summary_description}
It is {current_time}.
{agent_name} recently heared {heared_history} on social media.
{agent_name} recently watched {watched_history} on recommender system.
Other than that {agent_name} doesn't know any movies.
Most recent observations: {most_recent_memories}
Observation: {observation}
All occurrences of movie names should be enclosed with <>

PLACEHOLDER","{agent_summary_description}
It is {current_time}.
{agent_name} recently heared {heared_history} on social media.
{agent_name} recently watched {watched_history} on recommender system.
Other than that {agent_name} doesn't know any movies.
Most recent observations: {most_recent_memories}
Observation: {observation}
All occurrences of movie names should be enclosed with <>

PLACEHOLDER
Please act as {agent_name} well.'",0.9464285714285715,43.0,48.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,95c1c9ec72ca34b440da4ebb7834f3f37288e550,FEAT: add interview and role-play in backend,2023-09-05,"Given the following observation about {agent_name}: '{observation}', please summarize the relevant details from his profile. His profile information is as follows:
Name: {agent_name}
Age: {agent_age}
Gender:{agent_gender}
Traits: {agent_traits}
Status: {agent_status}
Movie Interest: {agent_interest}
Feature: {agent_feature}
Interpersonal Relationships: {agent_relationships}
Please avoid repeating the observation in the summary.
Summary:","Given the following observation about {agent_name}: '{observation}', please summarize the relevant details from his profile. His profile information is as follows:
Name: {agent_name}
Age: {agent_age}
Gender:{agent_gender}
Traits: {agent_traits}
Status: {agent_status}
Movie Interest: {agent_interest}
Feature: {agent_feature}
Interpersonal Relationships: {agent_relationships}
Connect the observation with the appropriate details from his profile and provide a concise summary.
Summary:",0.8760330578512396,47.0,54.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,95c1c9ec72ca34b440da4ebb7834f3f37288e550,FEAT: add interview and role-play in backend,2023-09-05,"{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} might want to search for that movie on the recommender system.
To watch a movie from the recommended list, write:
[BUY]:: ONLY ONE movie name;;description
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.","{agent_name} must take one of the four actions below:
(1) Watch some movies in the item list returned by recommender system.
(2) See the next page.
(3) Search items.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on a social media, {agent_name} might want to search for that movie on the recommender system.If {agent_name} wants to watch movies, {agent_name} usually watches one to three recommended movies.
What action would {agent_name} like to take?
If {agent_name} want to watch movies in returned list, write:
[BUY]:: movie names in the list returned by the recommender system, only movie names, separated by semicolons

If {agent_name} want to see the next page, write:
[NEXT]:: {agent_name} looks the next page

If {agent_name} want to search specific item, write:
[SEARCH]:: single, specific item name want to search

If {agent_name} want to leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system


",0.7202797202797202,115.0,152.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,95c1c9ec72ca34b440da4ebb7834f3f37288e550,FEAT: add interview and role-play in backend,2023-09-05,"{agent_name}, how did you feel about the movie you just watched? Describe your feelings in one line.NOTE: Please answer in the first-person perspective.

","{agent_name} has not seen this movie before. Imagine you are {agent_name}, how will you feel about this movie just watched? Please share your personal feelings about the movie in one line.

",0.47457627118644075,23.0,31.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,d82e64181a34ce316693fccf742000b46a6b67a8,Merge branch 'main' of github.com:Paitesanshi/RecAgent_v2 into main,2023-09-05,"{agent_summary_description}
It is {current_time}.
{agent_name} recently heared {heared_history} on social media.
{agent_name} recently watched {watched_history} on recommender system.
Other than that {agent_name} doesn't know any movies.
Most recent observations: {most_recent_memories}
Observation: {observation}
All occurrences of movie names should be enclosed with <>

PLACEHOLDER
Please act as {agent_name} well.'","{agent_summary_description}
It is {current_time}.
{agent_name} recently heared {heared_history} on social media.
{agent_name} recently watched {watched_history} on recommender system.
Other than that {agent_name} doesn't know any movies.
Most recent observations: {most_recent_memories}
Observation: {observation}
All occurrences of movie names should be enclosed with <>

PLACEHOLDER",0.9464285714285715,48.0,43.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,d82e64181a34ce316693fccf742000b46a6b67a8,Merge branch 'main' of github.com:Paitesanshi/RecAgent_v2 into main,2023-09-05,"Given the following observation about {agent_name}: '{observation}', please summarize the relevant details from his profile. His profile information is as follows:
Name: {agent_name}
Age: {agent_age}
Gender:{agent_gender}
Traits: {agent_traits}
Status: {agent_status}
Movie Interest: {agent_interest}
Feature: {agent_feature}
Interpersonal Relationships: {agent_relationships}
Connect the observation with the appropriate details from his profile and provide a concise summary.
Summary:","Given the following observation about {agent_name}: '{observation}', please summarize the relevant details from his profile. His profile information is as follows:
Name: {agent_name}
Age: {agent_age}
Gender:{agent_gender}
Traits: {agent_traits}
Status: {agent_status}
Movie Interest: {agent_interest}
Feature: {agent_feature}
Interpersonal Relationships: {agent_relationships}
Please avoid repeating the observation in the summary.
Summary:",0.8760330578512396,54.0,47.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,d82e64181a34ce316693fccf742000b46a6b67a8,Merge branch 'main' of github.com:Paitesanshi/RecAgent_v2 into main,2023-09-05,"{agent_name} must take one of the four actions below:
(1) Watch some movies in the item list returned by recommender system.
(2) See the next page.
(3) Search items.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on a social media, {agent_name} might want to search for that movie on the recommender system.If {agent_name} wants to watch movies, {agent_name} usually watches one to three recommended movies.
What action would {agent_name} like to take?
If {agent_name} want to watch movies in returned list, write:
[BUY]:: movie names in the list returned by the recommender system, only movie names, separated by semicolons

If {agent_name} want to see the next page, write:
[NEXT]:: {agent_name} looks the next page

If {agent_name} want to search specific item, write:
[SEARCH]:: single, specific item name want to search

If {agent_name} want to leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system


","{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} might want to search for that movie on the recommender system.
To watch a movie from the recommended list, write:
[BUY]:: ONLY ONE movie name;;description
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.",0.7202797202797202,152.0,115.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,d82e64181a34ce316693fccf742000b46a6b67a8,Merge branch 'main' of github.com:Paitesanshi/RecAgent_v2 into main,2023-09-05,"{agent_name} has not seen this movie before. Imagine you are {agent_name}, how will you feel about this movie just watched? Please share your personal feelings about the movie in one line.

","{agent_name}, how did you feel about the movie you just watched? Describe your feelings in one line.NOTE: Please answer in the first-person perspective.

",0.47457627118644075,31.0,23.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,a6b13f8828295b7a98501952d62b23367032a041,FEAT: RecAgent 3.0,2024-02-16,"{agent_name} must take one of the two actions below:
(1)Chat with one acquaintance about movies recently watched on recommender system: {watched_history}, or movies heared about on social media: {heared_history}.
(2) Publish posting to all acquaintances about movies recently watched on recommender system: {watched_history}, or heared about on social media: {heared_history}.
What action would {agent_name} like to take and how much time does the action cost?
If {agent_name} want to chat with one acquaintance, write:
[CHAT]:: acquaintance's name
[TIME]:: hours for chat. Select a number from 0.5, 1 and 2.
If {agent_name} want to publish posting to all acquaintances, write:
[POST]:: what to post
[TIME]:: 1

","{agent_name} must take one of the two actions below:
(1)Chat with one acquaintance about movies recently watched on recommender system: {watched_history}, or movies heared about on social media: {heared_history}.
(2) Publish posting to all acquaintances about movies recently watched on recommender system: {watched_history}, or heared about on social media: {heared_history}.
What action would {agent_name} like to take and how much time does the action cost?
{agent_name} should chat with more different people. If {agent_name} want to chat with one acquaintance, write:
[CHAT]:: acquaintance's name
[TIME]:: hours for chat. Select a number from 0.5, 1 and 2.
If {agent_name} want to publish posting to all acquaintances, write:
[POST]:: what to post
[TIME]:: 1

",0.9666666666666666,105.0,112.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,a6b13f8828295b7a98501952d62b23367032a041,FEAT: RecAgent 3.0,2024-02-16,"Posts should be related to recent watched movies on recommender systems.{agent_name} should not say anything about movies that have not watched or heard about.
If you were {agent_name}, what will you post? Respond in one line.

","Posts should be related to {observation} on recommender systems. {agent_name} should not say anything about movies that have not watched or heard about.
If you were {agent_name}, what will you post? Respond in one line.

",0.9473684210526315,36.0,35.0
RUC-GSAI/YuLan-Rec_agents/recagent.py,a6b13f8828295b7a98501952d62b23367032a041,FEAT: RecAgent 3.0,2024-02-16,"{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} might want to search for that movie on the recommender system.
To watch a movie from the recommended list, write:
[BUY]:: ONLY ONE movie name;;description
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.","{agent_name} must choose one of the four actions below:
(1) Watch ONLY ONE movie from the list returned by the recommender system.
(2) See the next page.
(3) Search for a specific item.
(4) Leave the recommender system.
If {agent_name} has recently heard about a particular movie on social media, {agent_name} usually want to search for that movie on the recommender system.
To watch a movie from the recommended list that match {agent_name}'s interests, write:
[BUY]:: Index of the movie starting from 1 (e.g., [BUY]:: 3)
To see the next page, write:
[NEXT]:: {agent_name} views the next page.
To search for a specific item, write:
[SEARCH]:: single, specific movie name to search for.
To leave the recommender system, write:
[LEAVE]:: {agent_name} leaves the recommender system.",0.9133858267716535,115.0,125.0
